title,location,company,contract_type,experience_level,url,description
OpenText Extended Enterprise Content Management,"Pune, Bangalore, Navi Mumbai, Hyderabad",Capgemini,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Pune-OpenText-Extended-Enterprise-Content-Management/1199255601/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world.Your RoleDevelop and maintain architectural documentation, design blueprints, and technical specifications for all xECM implementationTroubleshooting & Optimisation: Proactively identify and resolve any technical issues during and after implementations, optimising system performance.Develop & Design: Architect and design OpenText xECM solutions tailored to the business needs, ensuring scalability, security, and optimal performance.Integration Expertise: Lead the integration of OpenText xECM with core enterprise systems like SAP, SharePoint, and others.Project Leadership: Guide the project teams through solution design, technical decisions, and ensure alignment with best practices in ECM.Your ProfileExperience: 4+ years of experience in Enterprise Content Management (ECM), with at least 3-5 years in OpenText xECM.Technical Expertise: Proficiency in OpenText products (xECM, Content Suite), and strong knowledge of integration with systems like SAP, Salesforce, and Microsoft.Experience in relevant programming languages such as Java, .NET, or ABAP for custom solution development.Strong understanding of database management systems such as SQL Server, Oracle, etc.Ability to manage projects, timelines, and deliverables, working effectively in cross-functional teams.What you’ll love about working hereYou can shape your career with us. We offer a range of career paths and internal opportunities within Capgemini group. You will also get personalized career guidance from our leaders.You will get comprehensive wellness benefits including health checks, telemedicine, insurance with top-ups, elder care, partner coverage or new parent support via flexible work.You will have the opportunity to learn on one of the industry's largest digital learning platforms, with access to 250,000+ courses and numerous certifications.About CapgeminiCapgemini is a global business and technology transformation partner, helping organizations to accelerate their dual transition to a digital and sustainable world, while creating tangible impact for enterprises and society. It is a responsible and diverse group of 340,000 team members in more than 50 countries. With its strong over 55-year heritage, Capgemini is trusted by its clients to unlock the value of technology to address the entire breadth of their business needs. It delivers end-to-end services and solutions leveraging strengths from strategy and design to engineering, all fueled by its market leading capabilities in AI, generative AI, cloud and data, combined with its deep industry expertise and partner ecosystem."
Google Cloud AI Security Lead,"Pune, Bhubaneswar, Kolkata (ex Calcutta), Navi Mumbai, Tiruchirapalli, Tiruchirappalli, Kanchipuram, Noida, Bangalore, Hyderabad, Chennai (ex Madras), Salem, Gurgaon, Mumbai (ex Bombay), Coimbatore, Kolkata, Mumbai, Gandhinagar",Capgemini,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Mumbai-%28ex-Bombay%29-Google-Cloud-AI-Security-Lead/1398725933/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world. Your RoleDesign and lead secure architectures for AI systems, LLM applications, and agentic AI on Google Cloud PlatformSecure AI pipelines including training, inference, and autonomous agent workflows end-to-endDefine and implement zero-trust, least-privilege, and enterprise AI security frameworksLead threat modeling and risk assessments for AI-powered products and cloud-native systemsDetect, mitigate, and prevent AI-specific threats such as prompt injection, model poisoning, and data leakageDrive cloud platform security across Kubernetes (GKE), serverless, APIs, IAM, and multi-cloud environmentsEstablish security operations excellence by building AI-driven detection, response automation, and telemetry pipelinesInfluence cross-functional teams, mentor engineers, and embed security across product, AI/ML, and infrastructure teamsYour Skills10–15+ years of experience in security engineering, cloud security, or related domainsDeep expertise in GCP, IAM, Kubernetes, network security, and secure software developmentStrong knowledge of AI/ML security, including LLMs, AI agents, MLOps, and secure AI deployment practicesHands-on experience with threat detection, SIEM/SOAR, DevSecOps, and CI/CD security integrationProficiency in programming and scripting (Python, Go, Java) and infrastructure as code tools (Terraform)Experience in vulnerability management, penetration testing, CSPM/CNAPP tooling, and cloud risk governanceStrong understanding of compliance frameworks such as NIST AI RMF, ISO 27001, SOC 2, GDPR, and EU AI ActRelevant certifications such as CISSP, CCSP, GCP Professional Cloud Security Engineer, or OSCP preferredWhat you'll love about working with CapgeminiWe value flexibility and support a healthy work-life balance through remote and hybrid work options.Career development programs and certifications in cloud technologies.A diverse and inclusive workplace that fosters innovation and collaboration.Capgemini is an AI-powered global business and technology transformation partner, delivering tangible business value. We imagine the future of organizations and make it real with AI, technology and people. With our strong heritage of nearly 60 years, we are a responsible and diverse group of 420,000 team members in more than 50 countries. We deliver end-to-end services and solutions with our deep industry expertise and strong partner ecosystem, leveraging our capabilities across strategy, technology, design, engineering and business operations. The Group reported 2024 global revenues of €22.1 billion.Make it real | www.capgemini.com"
Senior Test Automation Engineer,"Bangalore, Hyderabad, Pune",Capgemini,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Pune-Senior-Test-Automation-Engineer/1393656433/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world. Your RoleDesign, develop, and maintain UI automation scripts using Playwright and Selenium WebDriver.Implement API automation using Rest Assured for validating RESTful services.Create and execute end‑to‑end test scenarios for both web and API applications.Integrate automated tests into CI/CD pipelines using tools such as Jenkins, Azure DevOps, and Git.Collaborate closely with developers, QA engineers, and product teams to define test strategies and acceptance criteria.Ensure high‑quality software delivery by contributing to test planning, automation strategy, and continuous improvement initiatives.Your Profile6+yrs strong programming skills in Java, with a solid understanding of automation best practices.Hands‑on experience with Playwright and Selenium WebDriver for UI automation.Expertise in API testing using Rest Assured.Good understanding of HTTP/REST, JSON/XML, and web services.Familiarity with CI/CD tools such as Jenkins and Azure DevOps, and version control using Git.Knowledge of SQL for data validation and backend testing.Experience working in Agile/Scrum environments.What will you love working at Capgemini?Exposure to global Agile delivery teams and enterprise‑level automation pipelines.Structured learning programs, certifications, and continuous upskilling opportunities.Collaborative and innovation-led culture focused on engineering excellence and quality‑first delivery.Capgemini is an AI-powered global business and technology transformation partner, delivering tangible business value. We imagine the future of organizations and make it real with AI, technology and people. With our strong heritage of nearly 60 years, we are a responsible and diverse group of 420,000 team members in more than 50 countries. We deliver end-to-end services and solutions with our deep industry expertise and strong partner ecosystem, leveraging our capabilities across strategy, technology, design, engineering and business operations. The Group reported 2024 global revenues of €22.1 billion.Make it real | www.capgemini.com"
GCP Data Engineer,Bangalore,Capgemini,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Bangalore-GCP-Data-Engineer/1279122401/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world.Ready to make your next career move? Explore the full job description below to learn more about the GCP Data Engineer role, its key responsibilities, and what it's like to be part of our team. If you're excited by what you see, we'd love to hear from you. Apply today and take the next step in your career journey.Not quite the right opportunity? Join our Talent Community to stay connected and receive updates on exciting opportunities tailored to your experience, skills, and aspirations.Your RoleStrong customer orientation, decision making, problem solving,communication and presentation skills.Very good judgement skills and ability to shape compelling solutions and solve unstructured problems with assumptionsVery good collaboration skills and ability to interact with multi-cultural and multi-functional teams spread across geographiesStrong executive presence and spiritSuperb leadership and team building skills with ability to build consensus and achieve goals through collaboration rather than direct line authorityCommunication and Interpersonal Skills.Your Profile Should have 4+ years of experience in GCP Data Engineer with strong project track recordUnderstanding of the tools and technologies being used and clarity on Bigquery,ETL,  GCS,Airflow,Composer, SQL,Python.Dataflow or DataProc or Data Fusion or dbt or Dataform.Python or Pyspark or Java.Dataflow or DataProc or Data Fusion or dbt or Dataform.Composer or Airflow.Cloud Run and Pub Sub.BigQuery.Datawarehouse.What you’ll love about working hereYou can shape your career with us. We offer a range of career paths and internal opportunities within Capgemini group. You will also get personalized career guidance from our leaders.You will get comprehensive wellness benefits including health checks, telemedicine, insurance with top-ups, elder care, partner coverage or new parent support via flexible work.You will have the opportunity to learn on one of the industry's largest digital learning platforms, with access to 250,000+ courses and numerous certifications.About CapgeminiCapgemini is an AI-powered global business and technology transformation partner, delivering tangible business value. We imagine the future of organizations and make it real with AI, technology and people. With our strong heritage of nearly 60 years, we are a responsible and diverse group of 420,000 team members in more than 50 countries. We deliver end-to-end services and solutions with our deep industry expertise and strong partner ecosystem, leveraging our capabilities across strategy, technology, design, engineering and business operations. The Group reported 2024 global revenues of €22.1 billion. Capgemini in India comprises nearly 235,000 team members working across 13 locations: Bangalore, Bhubaneswar, Chennai, Coimbatore, Gandhinagar, Gurugram, Hyderabad, Kolkata, Mumbai, Noida, Pune, Salem, and Tiruchirappalli. Make it real | www.capgemini.com/in-en. "
Lead Test Automation Engineer,"Pune, Chennai (ex Madras), Bangalore, Hyderabad",Capgemini Engineering,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Pune-Lead-Test-Automation-Engineer/1418128333/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world. What You Will Love Working at CapgeminiYour Role Design, develop, and maintain scalable automation frameworks using Selenium WebDriver and Java.Develop and execute automated test scripts following BDD Cucumber methodology.Create and maintain API automation test suites using Rest Assured and validate RESTful services.Integrate automated test execution into CI/CD pipelines using Jenkins, Azure DevOps, GitLab CI, or similar tools.Collaborate with Developers, Business Analysts, Product Owners, and QA teams to understand business requirements and define test strategies.Perform functional, regression, integration, and end-to-end testing to ensure product quality.Analyze test results, identify defects, and work closely with development teams for resolution.Participate actively in Agile ceremonies, including sprint planning, estimation, daily stand-ups, and retrospectives.Enhance automation coverage, improve framework reusability, and optimize execution times.Prepare and share test execution reports, quality metrics, and status updates with stakeholders.Mentor junior team members and contribute to automation best practices and process improvements.Your Profile Bachelor's degree in Computer Science, Information Technology, Engineering, or a related discipline.6+ years of experience in Software Testing and Test Automation.Strong hands-on experience in Java programming and Object-Oriented Programming concepts.Proven expertise in Selenium WebDriver automation framework development and maintenance.Strong experience with BDD Cucumber, Gherkin, and behavior-driven testing practices.Hands-on experience in API Testing and Automation using Rest Assured, Postman, or similar tools.Solid understanding of REST APIs, JSON, XML, and API validation techniques.Experience integrating automation frameworks with CI/CD tools such as Jenkins, Azure DevOps, GitLab CI, or GitHub Actions.Good knowledge of TestNG/JUnit frameworks and test reporting tools.Experience with version control tools such as Git.Strong understanding of SDLC, STLC, and Agile/Scrum methodologies.Ability to debug, analyze, and troubleshoot complex application and automation issues.Excellent communication, stakeholder management, and problem-solving skills.Capgemini is an AI-powered global business and technology transformation partner, delivering tangible business value. We imagine the future of organizations and make it real with AI, technology and people. With our strong heritage of nearly 60 years, we are a responsible and diverse group of 420,000 team members in more than 50 countries. We deliver end-to-end services and solutions with our deep industry expertise and strong partner ecosystem, leveraging our capabilities across strategy, technology, design, engineering and business operations. The Group reported 2024 global revenues of €22.1 billion.Make it real | www.capgemini.com"
Guidewire Developer/Lead,"Noida, Mumbai (ex Bombay), Kolkata (ex Calcutta), Pune, Hyderabad, Chennai (ex Madras), Bhubaneswar",Capgemini,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Bhubaneswar-Guidewire-DeveloperLead/1388138233/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world.Your RoleWe are looking for experienced Guidewire professionals with strong hands-on expertise across PolicyCenter, ClaimCenter, BillingCenter, and Guidewire Integrations to design, configure, customize, and support scalable solutions for Property & Casualty insurance clients. The role involves working across the Guidewire InsuranceSuite ecosystem to enable seamless policy administration, claims management, billing operations, and system integrations.Design, develop, configure, and maintain Guidewire applications across PolicyCenter, ClaimCenter, BillingCenter, and Integration modules.Customize Guidewire components using Gosu, Java, Guidewire Studio, and configuration tools.Work on Guidewire PolicyCenter capabilities including policy administration, product configuration, underwriting rules, rating, pricing, renewals, endorsements, cancellations, and reinstatements.Develop and support ClaimCenter solutions including claim workflows, rules, plugins, batch processes, web services, and integrations with internal and external systems.Configure and enhance BillingCenter workflows such as invoices, payments, write-offs, adjustments, refunds, delinquency processes, commissions, payment allocation, and GL postings.Design and build integrations using the Guidewire Integration Framework, including plugins, messaging, web services, batch processes, event triggers, and data exchange pipelines.Develop and maintain SOAP/REST APIs, XML/XSD-based data exchanges, JSON structures, messaging components, and integration interfaces.Collaborate with business analysts, architects, QA teams, and cross-functional stakeholders to translate business requirements into scalable technical solutions.Perform unit testing, support QA/UAT phases, troubleshoot application and integration issues, and assist in production deployments.Participate in code reviews, Agile ceremonies, documentation, and development best practices to ensure quality and delivery excellence.Your Profile3+ years of experience in software development, with strong hands-on exposure to Guidewire InsuranceSuite applications.Strong experience in one or more Guidewire modules: PolicyCenter, ClaimCenter, BillingCenter, or Guidewire Integrations.Proficiency in Gosu, Java, XML, JSON, XSD, SQL, SOAP/REST Web Services, and Guidewire configuration tools.Good understanding of Property & Casualty insurance domain processes across policy, billing, claims, and integration landscapes.Hands-on experience with Guidewire data models, workflows, rules engine, plugins, messaging, batch processes, and web services.Experience integrating Guidewire applications with PolicyCenter, ClaimCenter, BillingCenter, comp raters, payment gateways, document systems, accounting platforms, customer portals, and other external systems.Familiarity with Agile/Scrum methodologies and tools such as JIRA and Confluence.Exposure to CI/CD pipelines, DevOps tools, Git, Jenkins, Maven, and cloud platforms such as AWS, Azure, or Guidewire Cloud is preferred.Strong problem-solving, analytical, communication, and documentation skills.Guidewire certification in PolicyCenter, ClaimCenter, BillingCenter, or Integration is preferred. What you will love about working hereOpportunity to work on large-scale Guidewire InsuranceSuite transformation programs for global P&C insurance clients.Exposure to end-to-end insurance technology delivery across policy, claims, billing, and integration platforms.Hands-on experience with modern engineering practices including Agile delivery, CI/CD, DevOps, cloud, and integration-led architecture.Structured learning, certifications, and continuous upskilling opportunities in insurance platforms and emerging technologies.A collaborative and inclusive culture focused on innovation, delivery excellence, and client value.Capgemini is an AI-powered global business and technology transformation partner, delivering tangible business value. We imagine the future of organizations and make it real with AI, technology and people. With our strong heritage of nearly 60 years, we are a responsible and diverse group of over 420,000 team members in more than 50 countries. We deliver end-to-end services and solutions with our deep industry expertise and strong partner ecosystem, leveraging our capabilities across strategy, technology, design, engineering and business operations. The Group reported 2025 global revenues of €22.5 billion.Capgemini in India comprises nearly 235,000 team members working across 13 locations: Bangalore, Bhubaneswar, Chennai, Coimbatore, Gandhinagar, Gurugram, Hyderabad, Kolkata, Mumbai, Noida, Pune, Salem, and Tiruchirappalli.Make it real | www.capgemini.com/in-en"
ServiceNow Agile Development,"Bangalore, Mumbai (ex Bombay), Gurgaon, Noida, Chennai (ex Madras), Hyderabad, Pune, Kolkata (ex Calcutta)",Capgemini,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Bangalore-ServiceNow-Agile-Development/1415555833/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world. Your RoleConfigure, customize, and enhance ServiceNow Agile Development (ADM) and Agile Development 2.0 modules based on business requirements.Develop and maintain workflows, business rules, UI policies, client scripts, and integrations within the ServiceNow platform.Collaborate with Product Owners, Scrum Masters, and development teams to support Agile planning, sprint management, and project tracking.Integrate ServiceNow Agile Development with other ServiceNow applications and third-party tools such as Jira, Azure DevOps, or CI/CD platforms.Perform platform upgrades, troubleshooting, testing, and ensure adherence to ServiceNow development best practices and governance standards.Your ProfileStrong hands-on experience with ServiceNow Agile Development (ADM) and Agile Development 2.0 modules and related platform capabilities.Expertise in ServiceNow scripting, including JavaScript, Business Rules, Client Scripts, Script Includes, UI Actions, and Flow Designer.Experience with ServiceNow integrations, REST/SOAP APIs, IntegrationHub, and data migration activities.Good understanding of Agile, Scrum, Kanban methodologies, sprint planning, backlog management, and release tracking processes.ServiceNow certifications such as Certified System Administrator (CSA), CAD, CIS-Agile Development, or related certifications are preferred.What you will love about working hereYou can shape your career with us. We offer a range of career paths and internal opportunities within Capgemini group. You will also get personalized career guidance from our leaders.You will get comprehensive wellness benefits including health checks, telemedicine, insurance with top-ups, elder care, partner coverage or new parent support via flexible work.At Capgemini, you can work on cutting-edge projects in tech and engineering with industry leaders or create solutions to overcome societal and environmental challenges.Capgemini is an AI-powered global business and technology transformation partner, delivering tangible business value. We imagine the future of organizations and make it real with AI, technology and people. With our strong heritage of nearly 60 years, we are a responsible and diverse group of 420,000 team members in more than 50 countries. We deliver end-to-end services and solutions with our deep industry expertise and strong partner ecosystem, leveraging our capabilities across strategy, technology, design, engineering and business operations. The Group reported 2024 global revenues of €22.1 billion.Make it real | www.capgemini.com"
SAP BTP IS CPI,"Pune, Bangalore, Gandhinagar, Mumbai",Capgemini Engineering,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Mumbai-SAP-BTP-IS-CPI/1374558233/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world. Your RoleDesign, build, and manage integration solutions using SAP BTP Integration Suite (CPI, API Management, Open Connectors).Develop end‑to‑end iFlows, perform message mappings, and implement Groovy/JavaScript scripts for transformation and error handling.Create, publish, and manage APIs using SAP API Management for secure and scalable integrations.Integrate SAP and non‑SAP applications across cloud and on-premise landscapes, ensuring seamless data exchange.Troubleshoot, optimize, and maintain existing integrations while adhering to best practices and architecture standards.Collaborate with business stakeholders, functional teams, and architects to understand requirements and deliver integration designs.Your Profile4–12 years of experience in SAP BTP Integration Suite & SAP CPIStrong hands‑on experience with SAP CPI, iFlows, API Management, Open Connectors, REST/SOAP, XML/JSON.Skilled in Groovy/JavaScript scripting, message mapping, error handling, and cloud‑native integration patterns.Good knowledge of SAP PI/PO, SAP HANA, Cloud Foundry, and enterprise integration principles (EAI/SOA).Experience delivering integrations across hybrid environments (SAP & non‑SAP).Familiarity with Agile/DevOps tools such as Git, Jenkins, and API lifecycle management.What you'll love about working hereYou can shape your career with us. We offer a range of career paths and internal opportunities within Capgemini group. You will also get personalized career guidance from our leaders.You will get comprehensive wellness benefits including health checks, telemedicine, insurance with top-ups, elder care, partner coverage or new parent support via flexible work.At Capgemini, you can work on cutting-edge projects in tech and engineering with industry leaders or create solutions to overcome societal and environmental challenges. Capgemini is an AI-powered global business and technology transformation partner, delivering tangible business value. We imagine the future of organizations and make it real with AI, technology and people. With our strong heritage of nearly 60 years, we are a responsible and diverse group of 420,000 team members in more than 50 countries. We deliver end-to-end services and solutions with our deep industry expertise and strong partner ecosystem, leveraging our capabilities across strategy, technology, design, engineering and business operations. The Group reported 2024 global revenues of €22.1 billion.Make it real | www.capgemini.com"
Sharepoint SPFX  Developer,"Hyderabad, Bangalore",Capgemini,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Bangalore-Sharepoint-SPFX-Developer/1140981501/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world.Your RoleSharePoint development including SharePoint online and SPFX.Develop Migration of Sharepoint to CloudHands-on experience in SharePoint Framework (SPFx) and React.Should have worked on content migration using any tools, tenant to tenant Migrations, On-prem to Online Migrations.Good to have experience in Power Automate Develop SP Workflows to PowerAutomate on SharePoint TransformationsSharePoint Architect with experience in on premise to online migrationsDemonstrated experience building workflow and collaboration solutions with tools such as SharePoint Designer, Power Automate, PowerApps (Canvas/Model driven App), Logic Apps, NintexWork on SharePoint Framework (SPFx) using React/Typescript.Work on SharePoint on-premises and migration to SharePoint online.Your ProfileWorking experience of 6+ in SharePoint Framework (SPFx) using React/Typescript.  Working experience with SharePoint on-premises and migration to SharePoint online. Experience in JavaScript, HTML5, JSON, CSOM, REST APIs, SQL, XML, CSS • Strong verbal and written communication skills Good analytical skills Additional Responsibilities  What you’ll love about working hereYou can shape your career with us. We offer a range of career paths and internal opportunities within Capgemini group. You will also get personalized career guidance from our leaders.You will get comprehensive wellness benefits including health checks, telemedicine, insurance with top-ups, elder care, partner coverage or new parent support via flexible work.You will have the opportunity to learn on one of the industry's largest digital learning platforms, with access to 250,000+ courses and numerous certificationsAbout CapgeminiCapgemini is a global business and technology transformation partner, helping organizations to accelerate their dual transition to a digital and sustainable world, while creating tangible impact for enterprises and society. It is a responsible and diverse group of 340,000 team members in more than 50 countries. With its strong over 55-year heritage, Capgemini is trusted by its clients to unlock the value of technology to address the entire breadth of their business needs. It delivers end-to-end services and solutions leveraging strengths from strategy and design to engineering, all fueled by its market leading capabilities in AI, generative AI, cloud and data, combined with its deep industry expertise and partner ecosystem."
Senior Software Engineer,Bangalore,Capgemini,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Bangalore-Senior-Software-Engineer/1409663133/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Job DescriptionDesign, develop, and implement integration solutions using webMethods Integration Server.Create and maintain Flow Services, Java Services, and Adapters.Develop and consume REST and SOAP web services.Work with Trading Networks, Broker/UM, MWS, and API Gateway.Integrate enterprise applications such as SAP, Oracle, Salesforce, and other third-party systems.Perform unit testing, troubleshooting, debugging, and performance tuning.Monitor production integrations and resolve incidents within SLA.Prepare technical design documents and support deployment activities.Job Description - Grade SpecificDesign, develop, and implement integration solutions using webMethods Integration Server.Create and maintain Flow Services, Java Services, and Adapters.Develop and consume REST and SOAP web services.Work with Trading Networks, Broker/UM, MWS, and API Gateway.Integrate enterprise applications such as SAP, Oracle, Salesforce, and other third-party systems.Perform unit testing, troubleshooting, debugging, and performance tuning."
SAP BTP CAP Lead,"Bangalore, Mumbai",Capgemini,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Bangalore-SAP-BTP-CAP-Lead/1367727133/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world. Your RoleDesign and build enterprise-grade services using SAP CAP (Cloud Application Programming Model) with CDS and OData on SAP BTP Cloud Foundry.Develop and maintain microservices/APIs using Node.js or Java, integrating with SAP HANA/HANA Cloud for data persistence and modelling. Implement XSUAA-based security, JWT/OAuth2 authentication, and secure connectivity via Destinations and Connectivity services. Optimize, test, and deploy applications; automate CI/CD and ensure robust logging via Audit Log on BTP.Collaborate with UI teams on SAP UI5/Fiori integration (added advantage) and align solutions with best practices on BTP.Your Profile4–10 years of experience in building cloud-native applications on SAP BTP using SAP CAP.Strong hands-on with CAP, CDS, OData Services, and either Node.js or Java.Experience with SAP HANA/HANA Cloud, Cloud Foundry, and XSUAA security configuration.Solid understanding of BTP services (Destinations, Audit Log, Connectivity) and REST/JSON/JWT/OAuth2.Familiarity with SAP UI5/Fiori development and end-to-end solution integration (nice to have).What You’ll Love About Working HereOpportunities to work with global clients on innovative SAP projects.Dynamic and inclusive workplace culture.Continuous learning and professional development support.Capgemini is an AI-powered global business and technology transformation partner, delivering tangible business value. We imagine the future of organizations and make it real with AI, technology and people. With our strong heritage of nearly 60 years, we are a responsible and diverse group of 420,000 team members in more than 50 countries. We deliver end-to-end services and solutions with our deep industry expertise and strong partner ecosystem, leveraging our capabilities across strategy, technology, design, engineering and business operations. The Group reported 2024 global revenues of €22.1 billion.Make it real | www.capgemini.com"
Playwright Test Automation,"Hyderabad, Pune",Capgemini,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Hyderabad-Playwright-Test-Automation/1365697133/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world.Your RoleDesign, develop, and maintain UI automation scripts using Playwright and Selenium WebDriver.Implement API automation using Rest Assured for validating RESTful services.Create and execute end‑to‑end test scenarios for both web and API applications.Integrate automated tests into CI/CD pipelines using tools such as Jenkins, Azure DevOps, and Git.Collaborate closely with developers, QA engineers, and product teams to define test strategies and acceptance criteria.Ensure high‑quality software delivery by contributing to test planning, automation strategy, and continuous improvement initiatives.Your Profile6+yrs strong programming skills in Java, with a solid understanding of automation best practices.Hands‑on experience with Playwright and Selenium WebDriver for UI automation.Expertise in API testing using Rest Assured.Good understanding of HTTP/REST, JSON/XML, and web services.Familiarity with CI/CD tools such as Jenkins and Azure DevOps, and version control using Git.Knowledge of SQL for data validation and backend testing.Experience working in Agile/Scrum environments.What will you love working at Capgemini?Opportunity to work on cutting‑edge automation frameworks with modern tools like Playwright, Selenium, and Rest Assured.Exposure to global Agile delivery teams and enterprise‑level automation pipelines.Structured learning programs, certifications, and continuous upskilling opportunities.Collaborative and innovation-led culture focused on engineering excellence and quality‑first delivery.Capgemini is an AI-powered global business and technology transformation partner, delivering tangible business value. We imagine the future of organizations and make it real with AI, technology and people. With our strong heritage of nearly 60 years, we are a responsible and diverse group of 420,000 team members in more than 50 countries. We deliver end-to-end services and solutions with our deep industry expertise and strong partner ecosystem, leveraging our capabilities across strategy, technology, design, engineering and business operations. The Group reported 2024 global revenues of €22.1 billion.Capgemini in India comprises nearly 235,000 team members working across 13 locations: Bangalore, Bhubaneswar, Chennai, Coimbatore, Gandhinagar, Gurugram, Hyderabad, Kolkata, Mumbai, Noida, Pune, Salem, and Tiruchirappalli.Make it real | www.capgemini.com/in-en. "
